name,age,gender,state,income_bracket,education_level,occupation_sector,religion,primary_cause,donation_frequency,avg_gift_usd,lifetime_donation_usd,last_gift_date,recurring_donor,preferred_channel,event_attendance_cnt,volunteer_hours_yr,email_engagement,communication_pref,employer_matching
Peter Martinez,48,Male,Other,50-100k,Graduate,Public,Catholic,Education,Monthly,185.14,6665.04,2024-08-17,True,Email,1,12,0.181,Email,False
Andrew Woodard,52,Male,Other,<50k,HighSchool,Other,Jewish,Education,Monthly,77.24,926.88,2023-09-08,False,DirectMail,4,0,0.399,DirectMail,False
陈桂芳,45,Female,Other,100-250k,Graduate,Other,None,Other,Sporadic,532.65,3728.55,2023-08-31,False,Email,1,13,0.057,Email,False
郝秀兰,44,Male,FL,50-100k,College,Other,Jewish,ChildDevelopment,Monthly,306.76,25767.84,2024-12-24,False,Email,1,0,0.329,Email,False
Jacqueline Pugh,38,Female,Other,50-100k,Graduate,Other,Other,Education,Yearly,302.26,2720.34,2023-03-02,False,Email,0,0,0.146,Email,False
Alisha Martin,49,Female,CA,100-250k,Graduate,Other,Christian,PovertyRelief,Sporadic,633.16,12663.2,2023-04-25,True,Phone,1,14,0.206,Phone,False
何玉珍,32,Male,Other,50-100k,College,Tech,Christian,Healthcare,Sporadic,279.6,2236.8,2024-04-16,False,Email,0,0,0.128,Email,False
Christopher Odonnell,67,Male,Other,100-250k,College,Finance,Christian,PovertyRelief,Yearly,512.96,5129.6,2023-08-02,False,Email,2,0,0.391,Email,False
王云,43,Male,CA,<50k,Graduate,Finance,Christian,Environment,Quarterly,66.47,265.88,2023-05-20,True,Email,1,0,0.427,Email,True
Tamara Anderson,36,Female,CA,50-100k,College,Other,Catholic,ChildDevelopment,Sporadic,181.39,1813.9,2024-01-16,False,DirectMail,1,0,0.022,DirectMail,False
James Diaz,73,Male,Other,>250k,HighSchool,Other,None,Other,Yearly,1914.94,11489.64,2022-07-17,False,Email,1,0,0.455,Email,False
Nicole Diaz,33,Female,TX,100-250k,Graduate,Other,None,Education,Sporadic,473.13,8516.34,2024-12-26,True,DirectMail,2,0,0.326,DirectMail,False
Richard Goodman,47,Male,Other,50-100k,Graduate,Other,None,PovertyRelief,Monthly,273.71,6569.04,2023-05-28,True,Email,1,0,0.458,Email,False
韩林,31,Male,TX,100-250k,College,Other,Christian,Education,Sporadic,420.49,3363.92,2023-06-23,False,Email,1,0,0.351,Email,False
Raven Gomez,61,Female,PA,<50k,College,Other,Catholic,Environment,Sporadic,69.52,973.28,2024-08-29,False,Email,1,0,0.426,Email,False
William Salas,27,Male,Other,<50k,College,Other,None,Education,Sporadic,150.0,1200.0,2023-03-08,True,DirectMail,0,0,0.231,DirectMail,False
尹颖,41,Female,Other,<50k,Graduate,Finance,Christian,Healthcare,Sporadic,150.0,150.0,2024-07-22,False,Email,0,0,0.26,Email,False
Cameron Graves,47,Male,Other,50-100k,Graduate,Other,Christian,Healthcare,Quarterly,235.45,4709.0,2024-09-23,True,Email,1,0,0.126,Email,False
庞雪梅,56,Male,NC,100-250k,HighSchool,Healthcare,Christian,Other,Monthly,1000.0,84000.0,2023-08-29,True,Phone,1,16,0.192,Phone,False
魏秀华,49,Female,NY,100-250k,Graduate,Tech,Christian,Healthcare,Monthly,553.86,59816.88,2025-06-08,True,Email,2,0,0.165,Email,False
吴浩,43,Male,Other,50-100k,College,Tech,None,Healthcare,Sporadic,261.7,523.4,2023-10-17,False,DirectMail,1,0,0.621,DirectMail,False
Jennifer Gardner,23,Female,TX,<50k,Graduate,Finance,None,Other,Quarterly,97.76,782.08,2024-03-18,False,Email,2,0,0.251,Email,False
王军,39,Female,Other,<50k,HighSchool,Other,Christian,Environment,Monthly,113.85,2732.4,2023-12-07,False,Email,0,0,0.217,Email,False
刘坤,32,Male,CA,100-250k,Graduate,Other,Jewish,Education,Sporadic,357.86,1431.44,2024-07-22,False,Email,1,22,0.34,Email,False
毕军,50,Female,MI,100-250k,Graduate,Other,Christian,PovertyRelief,Quarterly,406.93,8138.6,2025-01-04,False,Email,0,0,0.554,Email,False
赵晨,53,Female,FL,100-250k,Graduate,Education,Christian,ChildDevelopment,Sporadic,568.79,3981.53,2022-11-28,False,Email,3,0,0.118,Email,False
Nancy Lee,40,Female,Other,50-100k,HighSchool,Finance,None,Healthcare,Sporadic,275.56,275.56,2023-03-03,False,DirectMail,3,9,0.32,DirectMail,False
刘桂香,40,Female,CA,>250k,Graduate,Other,Christian,Other,Yearly,919.28,6434.96,2024-10-29,False,DirectMail,1,0,0.293,DirectMail,False
林林,57,Female,GA,100-250k,Graduate,Other,None,PovertyRelief,Quarterly,1000.0,24000.0,2024-11-25,False,SMS,1,20,0.035,SMS,False
Shawn Edwards,39,Male,Other,>250k,College,Other,Christian,Education,Monthly,2111.24,126674.4,2024-03-10,True,Email,1,0,0.041,Email,False
王琳,41,Female,Other,50-100k,College,Other,Christian,AnimalWelfare,Sporadic,369.5,3695.0,2023-11-01,False,DirectMail,0,0,0.255,DirectMail,False
George Thomas,70,Male,Other,100-250k,College,Education,None,PovertyRelief,Yearly,1000.0,6000.0,2023-03-26,False,SMS,0,0,0.432,SMS,False
Katherine Whitaker,41,Female,Other,>250k,College,Other,Christian,PovertyRelief,Yearly,1174.44,8221.08,2022-09-05,False,Email,2,0,0.416,Email,False
Christine Bradshaw,40,Female,FL,<50k,Graduate,Other,None,ChildDevelopment,Monthly,64.37,3089.76,2022-11-27,False,Email,2,0,0.373,Email,False
Cynthia Blanchard,26,Female,Other,50-100k,Graduate,Tech,Christian,PovertyRelief,Sporadic,253.99,1777.93,2022-11-20,True,Email,2,0,0.173,Email,False
Travis Lewis MD,33,Male,Other,50-100k,Graduate,Finance,Catholic,Healthcare,Monthly,201.79,14528.88,2023-12-12,True,Email,1,0,0.162,Email,True
杨秀云,45,Female,CA,100-250k,College,Tech,Other,AnimalWelfare,Monthly,1000.0,12000.0,2024-08-22,True,Email,2,0,0.406,Email,True
Michelle Flowers,51,Female,CA,100-250k,College,Healthcare,Other,Education,Sporadic,837.52,5862.64,2024-12-24,False,Email,1,0,0.195,Email,False
马伟,63,Male,Other,50-100k,Graduate,Tech,None,Environment,Monthly,282.36,27106.56,2024-09-25,True,Email,1,0,0.359,Email,False
何强,65,Male,CA,50-100k,Graduate,Healthcare,Christian,Other,Quarterly,357.88,7157.6,2022-10-15,False,Email,1,0,0.206,Email,True
Connie Jones,65,Female,FL,<50k,Graduate,Public,None,Healthcare,Sporadic,104.58,522.9,2025-04-14,False,Email,3,0,0.389,Email,True
余丽华,66,Female,TX,<50k,College,Other,None,PovertyRelief,Sporadic,70.71,424.26,2023-07-25,False,DirectMail,0,0,0.181,DirectMail,False
Jonathan Bennett,53,Male,Other,100-250k,College,Other,None,Environment,Yearly,399.53,1598.12,2024-08-25,False,Email,1,0,0.239,Email,False
Kelly Williams,27,Female,NC,100-250k,Graduate,Finance,Catholic,Education,Monthly,839.97,10079.64,2024-06-05,False,Email,2,0,0.212,Email,False
房伟,66,Male,Other,50-100k,College,Other,Catholic,Environment,Yearly,264.24,264.24,2025-02-25,True,DirectMail,0,0,0.113,DirectMail,False
Christopher Elliott MD,48,Male,OH,>250k,College,Public,Other,AnimalWelfare,Sporadic,1095.29,7667.03,2023-02-11,False,Email,2,0,0.074,Email,True
Robert Armstrong,34,Male,Other,<50k,HighSchool,Public,None,Environment,Yearly,150.0,300.0,2024-01-26,False,SMS,2,0,0.371,SMS,False
Amy Diaz,44,Female,OH,<50k,HighSchool,Healthcare,Christian,ChildDevelopment,Sporadic,77.43,696.87,2022-07-22,False,SMS,0,0,0.461,SMS,True
Lori Mullen,50,Female,NY,100-250k,Graduate,Healthcare,Catholic,Healthcare,Sporadic,394.84,2763.88,2023-07-04,False,Email,1,0,0.583,Email,False
吴静,73,Male,FL,100-250k,HighSchool,Tech,Christian,Environment,Monthly,200.0,21600.0,2022-10-01,False,Email,3,0,0.267,Email,False
Lisa Mosley,48,Female,Other,50-100k,College,Other,Catholic,Education,Sporadic,246.75,740.25,2023-10-20,False,DirectMail,2,17,0.244,DirectMail,False
Jennifer Smith,74,Female,OH,<50k,HighSchool,Other,Catholic,Other,Monthly,120.27,2886.48,2024-09-02,True,Email,0,48,0.398,Email,False
Richard Rhodes,31,Male,Other,<50k,Graduate,Other,Other,Education,Yearly,78.64,707.76,2024-07-08,False,Email,1,0,0.429,Email,False
饶娜,69,Female,OH,<50k,College,Tech,Christian,PovertyRelief,Sporadic,122.4,2203.2,2023-07-04,False,DirectMail,0,0,0.474,DirectMail,False
王萍,48,Male,Other,100-250k,College,Other,Catholic,Other,Yearly,1000.0,9000.0,2023-10-07,False,Phone,0,0,0.295,Phone,False
Erica Smith,39,Female,NY,100-250k,College,Other,Catholic,PovertyRelief,Sporadic,653.89,1961.67,2024-07-23,False,SMS,1,17,0.137,SMS,False
廖欣,56,Female,TX,50-100k,Graduate,Other,Catholic,Other,Yearly,207.27,1036.35,2024-08-14,True,Phone,1,0,0.15,Phone,False
任佳,43,Female,Other,100-250k,Graduate,Tech,None,Healthcare,Yearly,727.62,5820.96,2022-11-28,False,Email,0,12,0.233,Email,False
Frank Jones,49,Male,NY,100-250k,HighSchool,Healthcare,Christian,Other,Quarterly,569.11,22764.4,2023-02-23,False,Email,1,0,0.179,Email,True
Heather Martinez,44,Female,TX,100-250k,College,Tech,Christian,ChildDevelopment,Monthly,468.98,22511.04,2022-08-16,True,Email,3,0,0.329,Email,False
Patrick Wright,44,Male,NY,50-100k,Graduate,Other,Catholic,Education,Yearly,208.06,832.24,2024-07-07,True,SMS,0,0,0.147,SMS,False
李磊,45,Male,Other,100-250k,College,Finance,Christian,Environment,Sporadic,719.13,7191.3,2023-04-01,False,Email,1,0,0.168,Email,False
张鑫,27,Female,Other,<50k,Graduate,Finance,Catholic,PovertyRelief,Sporadic,103.35,930.15,2023-05-03,False,Email,1,0,0.117,Email,False
Brooke Walker,34,Female,Other,<50k,HighSchool,Other,Christian,Other,Yearly,56.24,168.72,2023-06-08,False,Phone,1,0,0.312,Phone,False
吕桂荣,31,Female,OH,50-100k,HighSchool,Finance,None,Education,Sporadic,394.05,3152.4,2023-10-17,False,Email,0,0,0.32,Email,False
李鹏,37,Male,FL,>250k,College,Education,None,Environment,Quarterly,2238.8,62686.4,2022-08-19,True,DirectMail,1,0,0.223,DirectMail,False
Gregory Duran,58,Male,NY,50-100k,College,Other,Christian,Education,Monthly,208.4,10003.2,2025-03-19,True,Email,1,0,0.235,Email,False
陆琴,35,Male,Other,<50k,Graduate,Tech,None,PovertyRelief,Yearly,112.83,564.15,2023-10-03,False,SMS,0,0,0.14,SMS,False
王秀云,41,Female,OH,100-250k,College,Education,Catholic,PovertyRelief,Yearly,1000.0,5000.0,2023-05-25,False,Phone,0,0,0.234,Phone,False
John Novak,37,Male,TX,>250k,Graduate,Other,Christian,ChildDevelopment,Monthly,1370.88,49351.68,2023-07-16,True,DirectMail,0,0,0.247,DirectMail,False
王华,43,Male,CA,<50k,Graduate,Healthcare,Catholic,PovertyRelief,Quarterly,46.8,1123.2,2023-07-08,True,Email,1,0,0.199,Email,False
王亮,41,Male,Other,<50k,Graduate,Education,Catholic,Environment,Monthly,82.45,4947.0,2024-06-01,True,Email,0,0,0.216,Email,False
纪荣,56,Other,IL,50-100k,College,Finance,Christian,PovertyRelief,Yearly,130.03,910.21,2024-07-27,False,SMS,2,0,0.136,SMS,False
Peter Pennington,46,Male,Other,<50k,Graduate,Tech,Christian,PovertyRelief,Sporadic,116.94,1169.4,2024-06-15,False,DirectMail,1,30,0.442,DirectMail,False
张婷,54,Male,TX,<50k,College,Other,Catholic,PovertyRelief,Quarterly,150.0,600.0,2025-03-09,True,Phone,1,2,0.176,Phone,False
Elizabeth Sanchez,30,Female,Other,>250k,Graduate,Healthcare,Catholic,Education,Sporadic,1385.46,19396.44,2024-05-06,False,SMS,2,0,0.287,SMS,False
Andrew Randolph,42,Male,Other,100-250k,College,Other,Catholic,Environment,Yearly,432.76,3029.32,2023-05-03,False,Email,0,8,0.205,Email,False
谢莹,45,Female,CA,100-250k,HighSchool,Other,Christian,ChildDevelopment,Sporadic,784.91,14128.38,2023-06-26,False,SMS,1,0,0.18,SMS,False
梁秀兰,51,Female,Other,>250k,HighSchool,Other,None,Healthcare,Quarterly,1275.73,30617.52,2023-08-16,True,Email,2,0,0.155,Email,False
Marc Griffin,61,Male,Other,100-250k,Graduate,Finance,Christian,AnimalWelfare,Quarterly,928.29,29705.28,2023-04-13,True,Email,0,0,0.297,Email,False
栾建军,18,Female,Other,<50k,College,Finance,Christian,PovertyRelief,Sporadic,113.67,227.34,2024-01-31,False,Email,1,0,0.36,Email,False
Olivia Mann,37,Female,Other,<50k,HighSchool,Other,Other,Other,Monthly,103.47,9933.12,2022-10-08,True,Email,1,0,0.064,Email,False
Kayla Montgomery,60,Female,Other,100-250k,Graduate,Finance,Christian,Environment,Yearly,557.15,4457.2,2024-02-26,False,Email,0,0,0.244,Email,False
刘春梅,58,Female,FL,>250k,Graduate,Other,Jewish,ChildDevelopment,Yearly,2252.22,18017.76,2025-06-22,False,Email,2,0,0.387,Email,False
马颖,45,Male,CA,50-100k,Graduate,Finance,Christian,Education,Yearly,162.43,974.58,2022-08-01,False,SMS,2,0,0.259,SMS,False
Brandon Nelson,38,Male,Other,50-100k,Graduate,Education,None,ChildDevelopment,Yearly,177.8,355.6,2024-02-02,False,Email,2,0,0.572,Email,True
Matthew Petersen,58,Male,Other,100-250k,College,Other,Christian,Healthcare,Yearly,560.53,560.53,2022-12-31,False,DirectMail,1,0,0.211,DirectMail,False
Cindy Rasmussen,48,Female,TX,100-250k,Graduate,Finance,Christian,ChildDevelopment,Yearly,931.44,4657.2,2023-12-04,True,Email,3,0,0.059,Email,False
Barbara Smith,51,Female,Other,50-100k,Graduate,Other,Catholic,Environment,Monthly,212.24,15281.28,2024-04-25,True,Email,1,0,0.335,Email,False
Nicole Hale,63,Female,CA,<50k,HighSchool,Other,None,Environment,Monthly,105.04,3781.44,2025-01-22,True,Email,0,0,0.265,Email,False
Michael Lynch,35,Male,Other,<50k,College,Tech,Christian,Education,Sporadic,150.0,1500.0,2023-09-24,False,DirectMail,2,0,0.106,DirectMail,False
宋玉兰,69,Male,MI,>250k,Graduate,Other,Catholic,AnimalWelfare,Sporadic,1086.4,8691.2,2024-12-18,True,Email,1,0,0.572,Email,False
孙龙,41,Female,CA,100-250k,Graduate,Education,None,Healthcare,Sporadic,814.39,8143.9,2023-08-28,False,Phone,1,11,0.532,Phone,False
Sonya Hayes,44,Other,TX,50-100k,Graduate,Education,Christian,PovertyRelief,Yearly,288.33,864.99,2023-11-27,False,DirectMail,3,0,0.092,DirectMail,False
James Hoffman,38,Male,NY,50-100k,HighSchool,Tech,Christian,PovertyRelief,Monthly,229.04,5496.96,2024-06-20,False,SMS,5,0,0.538,SMS,False
隋桂芳,53,Female,Other,50-100k,College,Other,Catholic,Other,Sporadic,223.8,1119.0,2023-01-16,False,Email,3,4,0.359,Email,False
张斌,28,Male,Other,50-100k,Graduate,Tech,Christian,ChildDevelopment,Sporadic,165.38,1653.8,2023-11-23,False,Email,2,0,0.454,Email,False
Jerry Anderson,76,Male,TX,50-100k,Graduate,Public,Catholic,PovertyRelief,Monthly,189.15,6809.4,2023-09-12,True,Phone,0,0,0.16,Phone,False
杨丹丹,38,Male,Other,100-250k,College,Public,None,Healthcare,Monthly,383.89,9213.36,2022-07-27,True,Phone,1,0,0.221,Phone,False
John Gordon,38,Male,Other,50-100k,Graduate,Other,Muslim,AnimalWelfare,Monthly,188.15,18062.4,2023-11-15,False,Email,1,14,0.128,Email,False
Todd Fletcher,28,Male,IL,50-100k,College,Tech,Christian,PovertyRelief,Sporadic,189.28,1514.24,2024-01-29,False,SMS,1,0,0.03,SMS,False
吴娟,38,Female,Other,50-100k,College,Tech,Jewish,Education,Yearly,193.76,1162.56,2024-04-29,False,Email,0,0,0.277,Email,False
Gina Maddox,34,Female,Other,50-100k,Graduate,Healthcare,Catholic,ChildDevelopment,Sporadic,226.76,226.76,2025-05-05,False,Email,2,2,0.4,Email,False
刘雪,38,Female,Other,100-250k,Graduate,Other,None,Healthcare,Sporadic,455.6,5467.2,2023-03-08,True,Phone,0,0,0.378,Phone,False
陈玉英,61,Female,NY,50-100k,Graduate,Other,None,PovertyRelief,Yearly,238.25,1667.75,2024-08-31,False,SMS,0,0,0.169,SMS,False
刘兵,49,Female,Other,>250k,HighSchool,Other,Christian,Education,Sporadic,3000.0,30000.0,2023-10-10,False,SMS,1,0,0.597,SMS,False
罗鹏,63,Female,CA,<50k,Graduate,Public,Catholic,Other,Yearly,132.03,924.21,2023-09-11,False,Email,1,0,0.176,Email,True
林冬梅,52,Male,FL,50-100k,College,Other,Christian,PovertyRelief,Yearly,236.06,1888.48,2024-07-18,False,Email,1,0,0.171,Email,False
唐军,56,Male,Other,100-250k,College,Other,Christian,PovertyRelief,Monthly,345.95,16605.6,2023-03-02,True,SMS,2,0,0.146,SMS,False
Michael Jones,46,Male,CA,<50k,College,Healthcare,Catholic,Education,Monthly,130.87,7852.2,2025-06-02,False,Email,0,0,0.385,Email,False
刘金凤,55,Male,Other,50-100k,HighSchool,Other,Christian,Healthcare,Yearly,315.07,1575.35,2025-02-09,False,DirectMail,2,0,0.079,DirectMail,False
朱春梅,35,Female,IL,>250k,College,Education,Other,AnimalWelfare,Sporadic,2161.51,17292.08,2025-03-19,False,Email,1,29,0.274,Email,True
张瑞,22,Male,Other,<50k,College,Other,Christian,AnimalWelfare,Yearly,150.0,900.0,2023-02-16,False,SMS,1,0,0.251,SMS,False
Crystal Richardson,62,Female,Other,<50k,Graduate,Public,Christian,Environment,Sporadic,138.98,1111.84,2022-08-17,False,SMS,1,0,0.239,SMS,False
Eric Marshall,53,Male,Other,50-100k,College,Other,Christian,Education,Sporadic,400.0,800.0,2024-06-17,False,Email,3,0,0.259,Email,False
蒙伟,44,Male,Other,100-250k,College,Other,Catholic,Healthcare,Monthly,564.06,40612.32,2024-06-01,True,Email,1,8,0.177,Email,False
Michael Butler,47,Male,Other,<50k,HighSchool,Other,Christian,Other,Yearly,82.83,414.15,2024-04-22,True,DirectMail,1,14,0.17,DirectMail,False
廖志强,70,Male,GA,50-100k,College,Other,None,Environment,Sporadic,336.18,1008.54,2022-11-13,False,Phone,1,19,0.475,Phone,False
王明,38,Male,Other,>250k,College,Tech,Christian,ChildDevelopment,Quarterly,3000.0,120000.0,2024-11-22,True,Email,1,0,0.26,Email,False
Marissa Ford,61,Female,TX,100-250k,College,Other,Other,PovertyRelief,Yearly,411.86,3706.74,2022-11-12,False,Email,0,0,0.068,Email,False
Mrs. Kim Monroe,28,Female,TX,100-250k,College,Other,None,PovertyRelief,Monthly,873.94,73410.96,2022-12-09,True,Email,1,0,0.233,Email,False
Jessica Rhodes,31,Female,TX,50-100k,HighSchool,Other,Other,AnimalWelfare,Monthly,121.34,4368.24,2024-12-02,False,Phone,0,0,0.301,Phone,False
Mark Pineda,49,Male,GA,50-100k,Graduate,Tech,None,PovertyRelief,Yearly,210.31,210.31,2023-03-13,True,DirectMail,1,0,0.146,DirectMail,False
易娜,30,Female,Other,<50k,College,Tech,None,Environment,Monthly,116.91,4208.76,2025-05-24,True,DirectMail,1,0,0.211,DirectMail,False
周桂芝,39,Male,Other,>250k,College,Education,Jewish,Education,Sporadic,1682.01,11774.07,2023-04-04,True,DirectMail,2,0,0.444,DirectMail,False
杨兵,49,Male,NY,50-100k,College,Other,Other,Healthcare,Quarterly,168.75,4725.0,2025-03-01,False,Email,4,0,0.136,Email,False
张丽丽,56,Male,Other,100-250k,College,Tech,Other,Other,Yearly,597.84,597.84,2024-01-10,False,SMS,1,0,0.355,SMS,True
吴梅,29,Female,IL,50-100k,Graduate,Tech,Christian,Environment,Yearly,167.7,1173.9,2023-07-03,False,SMS,1,0,0.367,SMS,False
叶杰,61,Male,Other,50-100k,Graduate,Public,None,Healthcare,Sporadic,106.16,849.28,2023-02-10,False,Email,3,44,0.324,Email,False
姜建军,25,Female,CA,50-100k,HighSchool,Finance,None,PovertyRelief,Monthly,147.59,17710.8,2025-01-20,False,DirectMail,0,0,0.392,DirectMail,True
Susan Lopez,21,Female,MI,100-250k,College,Public,Christian,Education,Yearly,814.91,7334.19,2023-09-15,False,Email,2,0,0.085,Email,False
Blake Mitchell,41,Male,MI,50-100k,Graduate,Other,None,Healthcare,Sporadic,176.08,3169.44,2025-03-09,False,Email,1,0,0.136,Email,False
David Hebert,55,Male,CA,50-100k,College,Tech,Muslim,ChildDevelopment,Monthly,196.37,23564.4,2023-02-13,True,DirectMail,2,3,0.07,DirectMail,False
Tiffany Harris,59,Female,Other,100-250k,Graduate,Other,Christian,PovertyRelief,Sporadic,623.68,3118.4,2022-12-27,True,Email,0,0,0.16,Email,False
曹玉兰,30,Male,OH,50-100k,College,Finance,Catholic,ChildDevelopment,Monthly,159.08,9544.8,2024-12-28,False,Email,2,0,0.045,Email,True
周雪梅,53,Female,Other,50-100k,Graduate,Other,None,Education,Sporadic,150.02,900.12,2024-08-18,True,Email,0,0,0.606,Email,False
乌凤兰,51,Male,CA,<50k,College,Other,Christian,Environment,Monthly,150.0,9000.0,2023-05-30,True,Email,0,19,0.525,Email,False
赖玉,45,Male,Other,100-250k,Graduate,Tech,None,Other,Yearly,514.78,2059.12,2024-06-27,False,Email,1,0,0.181,Email,False
王宁,50,Female,Other,50-100k,HighSchool,Tech,Catholic,PovertyRelief,Monthly,252.74,27295.92,2024-07-31,True,Phone,1,0,0.111,Phone,True
Regina Stanley,29,Female,Other,50-100k,Graduate,Healthcare,Christian,Healthcare,Sporadic,207.85,2078.5,2025-01-04,False,SMS,0,0,0.253,SMS,False
刘瑞,52,Female,Other,100-250k,HighSchool,Other,Christian,Education,Monthly,771.22,46273.2,2024-11-07,True,Phone,0,32,0.086,Phone,False
Paul Prince,50,Male,Other,50-100k,HighSchool,Other,Catholic,AnimalWelfare,Quarterly,351.04,1404.16,2023-05-31,True,Email,2,0,0.279,Email,False
杨秀芳,31,Female,Other,<50k,Graduate,Finance,Christian,PovertyRelief,Sporadic,137.66,2753.2,2024-08-16,False,Email,0,0,0.14,Email,False
郭波,38,Female,Other,100-250k,College,Other,None,Education,Sporadic,716.86,4301.16,2024-10-05,False,Email,1,0,0.174,Email,False
Carrie Wood,67,Other,GA,50-100k,Graduate,Other,Other,AnimalWelfare,Monthly,207.61,7473.96,2025-02-22,False,SMS,2,0,0.318,SMS,False
Scott Hicks,46,Male,Other,<50k,College,Finance,Christian,PovertyRelief,Yearly,103.16,722.12,2022-07-15,False,Email,1,0,0.348,Email,True
Teresa Rocha,41,Female,FL,100-250k,Graduate,Tech,Christian,Healthcare,Sporadic,443.03,7088.48,2022-10-27,False,DirectMail,3,0,0.124,DirectMail,False
陈静,66,Female,TX,50-100k,HighSchool,Other,Catholic,Education,Monthly,141.5,3396.0,2023-03-24,True,SMS,0,0,0.361,SMS,False
Angela Evans,36,Female,Other,50-100k,College,Finance,Christian,Environment,Sporadic,285.04,5130.72,2023-03-10,False,Email,0,66,0.334,Email,True
Rebecca Lawson,48,Female,Other,100-250k,HighSchool,Other,Christian,Other,Monthly,331.62,19897.2,2024-07-28,True,Email,2,0,0.262,Email,False
Rachel Riggs,43,Female,NY,50-100k,Graduate,Healthcare,None,PovertyRelief,Sporadic,229.12,4124.16,2025-02-12,False,Email,1,0,0.456,Email,False
Steven Ramirez,47,Male,TX,100-250k,HighSchool,Other,None,ChildDevelopment,Monthly,334.1,20046.0,2024-01-11,True,Email,1,19,0.665,Email,False
Daniel Boyer,40,Male,GA,50-100k,Graduate,Other,None,Environment,Yearly,252.89,1770.23,2023-09-29,False,DirectMail,1,0,0.078,DirectMail,False
王玉华,75,Female,CA,50-100k,Graduate,Finance,Christian,Other,Monthly,227.25,13635.0,2024-03-16,True,SMS,0,0,0.426,SMS,False
黄琴,47,Male,Other,50-100k,College,Other,Catholic,Education,Yearly,139.0,834.0,2024-07-25,True,Email,1,0,0.168,Email,False
Mike Chen,30,Male,CA,50-100k,HighSchool,Education,None,Education,Monthly,112.49,9449.16,2023-03-30,True,Email,2,0,0.48,Email,True
冯斌,60,Female,Other,<50k,Graduate,Healthcare,None,ChildDevelopment,Sporadic,133.91,2142.56,2022-12-13,False,Phone,2,0,0.385,Phone,False
Tanya Williams,67,Female,CA,50-100k,Graduate,Other,Catholic,Healthcare,Yearly,223.42,1787.36,2024-06-04,False,Phone,0,7,0.171,Phone,False
Jennifer Potter,47,Other,MI,50-100k,Graduate,Tech,Catholic,ChildDevelopment,Quarterly,187.42,4498.08,2022-11-03,True,Email,1,0,0.373,Email,False
Eric Edwards,36,Male,TX,100-250k,Graduate,Other,Christian,AnimalWelfare,Monthly,695.87,75153.96,2024-03-09,True,Email,0,18,0.245,Email,False
陈英,41,Female,Other,<50k,College,Other,Other,PovertyRelief,Sporadic,67.19,67.19,2023-04-16,False,Email,2,20,0.176,Email,False
王岩,66,Female,Other,<50k,Graduate,Finance,Catholic,Healthcare,Quarterly,126.08,2017.28,2025-04-15,True,Email,3,0,0.538,Email,True
Carrie Anderson,55,Female,CA,>250k,Graduate,Other,None,Healthcare,Monthly,1385.75,49887.0,2025-04-19,True,SMS,0,0,0.411,SMS,False
林博,31,Male,NY,50-100k,College,Other,Catholic,Education,Monthly,211.54,22846.32,2023-05-28,True,DirectMail,4,0,0.182,DirectMail,False
Terry Harrison,64,Female,CA,<50k,Graduate,Public,None,PovertyRelief,Monthly,101.6,9753.6,2024-01-17,True,DirectMail,1,0,0.215,DirectMail,False
Albert Nelson,47,Male,Other,<50k,College,Finance,Christian,Healthcare,Sporadic,66.09,528.72,2022-08-03,False,Email,1,0,0.059,Email,False
张云,58,Male,Other,100-250k,Graduate,Public,Christian,Healthcare,Yearly,466.75,3734.0,2022-09-20,True,SMS,1,0,0.601,SMS,False
张英,50,Female,Other,50-100k,College,Finance,None,Environment,Monthly,306.3,33080.4,2023-07-09,True,Phone,1,0,0.137,Phone,False
戴涛,21,Female,Other,>250k,Graduate,Tech,None,Other,Sporadic,1363.61,19090.54,2024-11-12,False,Email,1,14,0.623,Email,True
Theresa Paul,52,Female,Other,100-250k,College,Other,Christian,PovertyRelief,Quarterly,1000.0,20000.0,2024-07-08,True,Email,2,0,0.367,Email,False
Stephanie Tucker,42,Female,Other,<50k,Graduate,Education,None,Education,Sporadic,67.4,202.2,2023-03-04,True,Phone,2,0,0.319,Phone,False
Thomas Maynard,47,Male,FL,100-250k,Graduate,Other,Christian,PovertyRelief,Sporadic,1000.0,2000.0,2022-10-19,False,Phone,0,0,0.129,Phone,False
李艳,27,Female,Other,100-250k,HighSchool,Other,Christian,Healthcare,Sporadic,697.99,697.99,2022-07-16,False,Email,0,18,0.173,Email,False
Sarah Vazquez,34,Female,Other,50-100k,College,Finance,None,Education,Sporadic,165.39,1323.12,2025-01-10,False,Email,1,0,0.043,Email,False
Derek Madden,35,Male,GA,<50k,HighSchool,Tech,Christian,Education,Yearly,73.05,219.15,2024-08-15,False,Email,1,20,0.158,Email,True
郎倩,58,Female,FL,50-100k,Graduate,Other,Christian,PovertyRelief,Sporadic,400.0,1600.0,2023-01-17,False,Email,0,0,0.369,Email,False
张建军,34,Male,Other,100-250k,Graduate,Other,Muslim,Education,Yearly,402.53,805.06,2025-05-27,False,Email,4,0,0.065,Email,False
Melissa Logan,36,Female,NY,100-250k,College,Other,None,ChildDevelopment,Sporadic,783.97,6271.76,2023-08-25,False,Email,1,0,0.59,Email,False
Roger Flores,50,Male,TX,>250k,HighSchool,Healthcare,Christian,AnimalWelfare,Yearly,1165.07,1165.07,2024-02-04,False,SMS,0,0,0.139,SMS,True
